Size,Time,Operations,
2,0,6
3,1,21
4,0,40
5,0,135
6,1,282
7,1,770
8,1,288
9,2,2394
10,2,14190
11,4,45188
12,7,113088
13,19,716196
14,524,21261338
15,9159,281451870
